11.25,11.25,11.38,11.25,11.25,11.13,11.38,11.38,11.38,11.25,11.38,11.38,11.13,10.88,11.25,13.38,14.13,15.88,18.13,18.75,19.00,19.25,18.75,19.13,19.00,19.88,19.75,20.00,19.75,19.75,19.13,18.50,19.50,19.13,17.75,15.50,14.88,13.00,12.50,12.13,12.25,12.50,12.00,12.13,12.38,12.25,12.50,12.25
12.00,12.63,12.50,12.38,12.25,12.25,12.25,12.50,12.38,12.63,12.38,12.13,12.25,12.13,11.13,12.50,13.25,15.63,16.75,16.75,17.50,18.00,18.50,18.00,17.75,17.63,18.25,18.63,17.88,17.63,17.50,17.25,17.75,16.50,13.38,12.88,12.50,11.75,11.38,11.13,11.25,10.88,10.75,10.75,10.88,10.75,10.50,10.75
11.13,10.50,10.75,10.75,10.75,10.88,10.63,10.50,10.50,10.63,10.88,10.63,10.75,10.13,10.50,10.38,10.25,10.50,10.13,10.38,10.38,10.13,10.38,10.38,10.25,10.88,11.25,10.50,10.38,10.25,10.38,10.88,11.00,10.75,11.00,11.13,10.88,10.75,10.63,11.00,11.25,11.13,10.50,10.63,10.75,10.63,11.13,10.63
10.75,10.63,10.38,11.00,10.75,10.50,10.75,10.50,10.50,10.88,10.63,10.38,10.63,10.50,10.25,10.25,10.25,10.25,10.38,10.50,10.38,10.75,10.50,10.25,10.50,10.75,10.38,10.38,10.63,10.88,10.75,11.00,11.50,11.13,10.75,10.88,11.13,10.75,10.25,10.75,10.50,10.63,10.38,10.63,10.75,10.50,10.50,10.25
10.75,10.50,10.25,10.50,10.38,10.63,10.63,10.50,10.63,10.38,10.50,10.75,10.38,10.13,10.50,13.13,13.50,15.50,17.13,18.63,18.63,19.38,19.13,18.88,18.75,18.25,19.75,19.38,19.88,19.88,19.38,20.88,19.25,18.75,18.63,16.88,15.38,14.00,13.00,12.25,10.88,10.75,11.00,10.63,10.63,10.50,11.00,10.63
10.88,10.63,10.88,10.75,10.63,10.50,10.50,10.38,11.00,11.00,10.88,10.50,10.88,10.25,11.13,12.00,13.50,15.88,18.25,17.63,18.63,18.75,18.75,18.38,19.13,19.88,19.50,19.50,19.75,20.50,20.00,20.38,20.50,18.25,18.13,17.00,15.75,15.00,13.75,13.75,13.00,13.13,12.13,11.88,11.88,11.75,11.75,12.00
11.88,11.75,11.88,11.88,11.75,11.88,11.75,11.88,11.38,11.88,11.38,10.88,11.38,10.63,11.13,12.13,13.63,16.75,17.88,18.75,19.38,18.38,19.25,19.38,19.38,18.88,20.38,20.50,20.25,19.50,20.63,20.13,19.38,19.13,18.00,15.88,14.25,12.25,11.50,11.25,11.50,11.38,11.38,11.38,11.25,11.38,11.25,11.25
11.00,10.88,11.25,11.25,11.13,10.88,10.88,11.13,11.25,11.13,10.88,10.88,11.00,10.63,11.00,12.25,14.25,16.13,18.50,19.38,19.25,19.88,20.50,19.88,19.63,19.88,20.50,19.00,19.88,19.38,20.25,20.00,19.13,18.00,15.75,14.75,14.88,13.75,11.75,11.88,11.63,11.88,11.63,11.25,11.38,11.13,11.00,10.75
11.25,10.75,10.63,11.00,10.88,10.75,11.13,11.00,11.13,10.75,11.00,10.75,11.13,10.88,11.38,12.63,13.50,15.50,17.75,18.75,19.25,18.50,19.00,18.88,18.38,18.75,19.00,20.13,20.38,20.13,20.00,20.13,19.63,18.75,16.50,14.50,14.25,12.63,11.63,11.63,11.75,10.88,11.13,11.25,11.25,11.25,11.25,11.00
11.00,11.25,11.25,11.13,11.63,11.00,11.38,11.13,11.13,11.50,11.38,11.25,11.38,11.13,11.00,10.63,10.88,10.75,11.00,10.88,11.13,11.00,10.75,11.13,10.88,10.75,10.88,10.75,11.00,11.38,11.00,11.00,11.00,11.00,11.00,10.75,11.00,10.63,10.88,11.00,10.75,11.13,11.00,11.00,10.88,11.13,10.88,11.00
11.13,11.00,11.25,11.00,11.13,11.13,11.13,10.88,11.13,11.00,11.00,11.13,10.88,11.13,10.63,10.63,10.75,10.75,10.75,10.88,10.75,11.00,10.88,10.75,11.13,11.00,11.00,11.00,10.75,11.00,10.88,10.63,10.63,11.00,10.75,10.88,11.13,11.25,11.00,11.13,11.13,11.00,11.13,11.13,11.13,11.00,11.00,11.00
10.75,11.13,10.75,11.00,11.00,11.13,10.88,10.88,11.13,11.00,11.25,11.00,11.00,10.75,10.38,12.75,13.50,16.13,18.25,19.38,19.50,18.75,19.00,19.13,19.75,19.88,20.13,20.13,20.38,20.00,20.00,21.75,20.88,21.00,18.63,15.88,14.50,13.75,12.50,11.38,11.50,11.50,11.38,11.25,11.25,11.25,11.25,11.13
11.25,11.25,11.00,10.50,11.13,11.00,10.63,10.88,11.00,10.63,10.25,10.25,10.63,10.25,10.88,12.13,14.13,15.75,17.50,18.63,18.63,17.88,19.38,19.38,19.13,19.00,20.88,20.75,20.38,20.13,19.50,19.38,19.38,18.50,18.38,17.00,15.13,14.25,12.63,11.75,11.25,10.75,10.50,10.25,10.75,10.50,10.63,10.50
